"Pathway_Code","Pathway_Name","Gene"
"Apoptosis","Apoptosis","BCL2L1"
"Apoptosis","Apoptosis","BCL2L10"
"Apoptosis","Apoptosis","BCL2L11"
"Apoptosis","Apoptosis","BCL2L2"
"Apoptosis","Apoptosis","BGN"
"Apoptosis","Apoptosis","BID"
"Apoptosis","Apoptosis","BIK"
"Apoptosis","Apoptosis","BIRC3"
"Apoptosis","Apoptosis","BMF"
"Apoptosis","Apoptosis","BMP2"
"Apoptosis","Apoptosis","BNIP3L"
"Apoptosis","Apoptosis","BRCA1"
"Apoptosis","Apoptosis","BTG2"
"Apoptosis","Apoptosis","BTG3"
"Apoptosis","Apoptosis","CASP1"
"Apoptosis","Apoptosis","CASP2"
"Apoptosis","Apoptosis","CASP3"
"Apoptosis","Apoptosis","CASP4"
"Apoptosis","Apoptosis","CASP6"
"Apoptosis","Apoptosis","CASP7"
"Apoptosis","Apoptosis","CASP8"
"Apoptosis","Apoptosis","CASP9"
"Apoptosis","Apoptosis","CAV1"
"Apoptosis","Apoptosis","CCNA1"
"Apoptosis","Apoptosis","CCND1"
"Apoptosis","Apoptosis","CCND2"
"Apoptosis","Apoptosis","CD14"
"Apoptosis","Apoptosis","CD2"
"Apoptosis","Apoptosis","CD38"
"Apoptosis","Apoptosis","CD44"
"Apoptosis","Apoptosis","CD69"
"Apoptosis","Apoptosis","CDC25B"
"Apoptosis","Apoptosis","CDK2"
"Apoptosis","Apoptosis","CDKN1A"
"Apoptosis","Apoptosis","CDKN1B"
"Apoptosis","Apoptosis","CFLAR"
"Apoptosis","Apoptosis","CLU"
"Apoptosis","Apoptosis","CREBBP"
"Apoptosis","Apoptosis","CTH"
"Apoptosis","Apoptosis","CTNNB1"
"Apoptosis","Apoptosis","CYLD"
"Apoptosis","Apoptosis","DAP"
"Apoptosis","Apoptosis","DAP3"
"Apoptosis","Apoptosis","DCN"
"Apoptosis","Apoptosis","DDIT3"
"Apoptosis","Apoptosis","DFFA"
"Apoptosis","Apoptosis","DIABLO"
"Apoptosis","Apoptosis","DNAJA1"
"Apoptosis","Apoptosis","DNAJC3"
"Apoptosis","Apoptosis","DNM1L"
"Apoptosis","Apoptosis","DPYD"
"Apoptosis","Apoptosis","EBP"
"Apoptosis","Apoptosis","EGR3"
"Apoptosis","Apoptosis","EMP1"
"Apoptosis","Apoptosis","ENO2"
"Apoptosis","Apoptosis","ERBB2"
"Apoptosis","Apoptosis","ERBB3"
"Apoptosis","Apoptosis","EREG"
"Apoptosis","Apoptosis","ETF1"
"Apoptosis","Apoptosis","F2"
"Apoptosis","Apoptosis","F2R"
"Apoptosis","Apoptosis","FAS"
"Apoptosis","Apoptosis","FASLG"
"Apoptosis","Apoptosis","FDXR"
"Apoptosis","Apoptosis","FEZ1"
"Apoptosis","Apoptosis","GADD45A"
"Apoptosis","Apoptosis","GADD45B"
"Apoptosis","Apoptosis","GCH1"
"Apoptosis","Apoptosis","GNA15"
"Apoptosis","Apoptosis","GPX1"
"Apoptosis","Apoptosis","GPX3"
"Apoptosis","Apoptosis","GPX4"
"Apoptosis","Apoptosis","GSN"
"Apoptosis","Apoptosis","GSR"
"Apoptosis","Apoptosis","GSTM1"
"Apoptosis","Apoptosis","GUCY2D"
"Apoptosis","Apoptosis","H1-0"
"Apoptosis","Apoptosis","HGF"
"Apoptosis","Apoptosis","HMGB2"
"Apoptosis","Apoptosis","HMOX1"
"Apoptosis","Apoptosis","HSPB1"
"Apoptosis","Apoptosis","IER3"
"Apoptosis","Apoptosis","IFITM3"
"Apoptosis","Apoptosis","IFNB1"
"Apoptosis","Apoptosis","IFNGR1"
"Apoptosis","Apoptosis","IGF2R"
"Apoptosis","Apoptosis","IGFBP6"
"Apoptosis","Apoptosis","IL18"
"Apoptosis","Apoptosis","IL1A"
"Apoptosis","Apoptosis","IL1B"
"Apoptosis","Apoptosis","IL6"
"Apoptosis","Apoptosis","IRF1"
"Apoptosis","Apoptosis","ISG20"
"Apoptosis","Apoptosis","JUN"
"Apoptosis","Apoptosis","KRT18"
"Apoptosis","Apoptosis","LEF1"
"Apoptosis","Apoptosis","LGALS3"
"Apoptosis","Apoptosis","LMNA"
"Apoptosis","Apoptosis","LUM"
"Apoptosis","Apoptosis","MADD"
"Apoptosis","Apoptosis","MCL1"
"Apoptosis","Apoptosis","MGMT"
"Apoptosis","Apoptosis","MMP2"
"Apoptosis","Apoptosis","NEDD9"
"Apoptosis","Apoptosis","NEFH"
"Apoptosis","Apoptosis","PAK1"
"Apoptosis","Apoptosis","PDCD4"
"Apoptosis","Apoptosis","PDGFRB"
"Apoptosis","Apoptosis","PEA15"
"Apoptosis","Apoptosis","PLAT"
"Apoptosis","Apoptosis","PLCB2"
"Apoptosis","Apoptosis","PLPPR4"
"Apoptosis","Apoptosis","PMAIP1"
"Apoptosis","Apoptosis","PPP2R5B"
"Apoptosis","Apoptosis","PPP3R1"
"Apoptosis","Apoptosis","PPT1"
"Apoptosis","Apoptosis","PRF1"
"Apoptosis","Apoptosis","PSEN1"
"Apoptosis","Apoptosis","PSEN2"
"Apoptosis","Apoptosis","PTK2"
"Apoptosis","Apoptosis","RARA"
"Apoptosis","Apoptosis","RELA"
"Apoptosis","Apoptosis","RETSAT"
"Apoptosis","Apoptosis","RHOB"
"Apoptosis","Apoptosis","RHOT2"
"Apoptosis","Apoptosis","RNASEL"
"Apoptosis","Apoptosis","ROCK1"
"Apoptosis","Apoptosis","SAT1"
"Apoptosis","Apoptosis","SATB1"
"Apoptosis","Apoptosis","SC5D"
"Apoptosis","Apoptosis","SLC20A1"
"Apoptosis","Apoptosis","SMAD7"
"Apoptosis","Apoptosis","SOD1"
"Apoptosis","Apoptosis","SOD2"
"Apoptosis","Apoptosis","SPTAN1"
"Apoptosis","Apoptosis","SQSTM1"
"Apoptosis","Apoptosis","TAP1"
"Apoptosis","Apoptosis","TGFB2"
"Apoptosis","Apoptosis","TGFBR3"
"Apoptosis","Apoptosis","TIMP1"
"Apoptosis","Apoptosis","TIMP2"
"Apoptosis","Apoptosis","TIMP3"
"Apoptosis","Apoptosis","TNF"
"Apoptosis","Apoptosis","TNFRSF12A"
"Apoptosis","Apoptosis","TNFSF10"
"Apoptosis","Apoptosis","TOP2A"
"Apoptosis","Apoptosis","TSPO"
"Apoptosis","Apoptosis","TXNIP"
"Apoptosis","Apoptosis","VDAC2"
"Apoptosis","Apoptosis","WEE1"
"Apoptosis","Apoptosis","XIAP"
"Melanogenesis","Melanogenesis","ADCY1"
"Melanogenesis","Melanogenesis","ADCY2"
"Melanogenesis","Melanogenesis","ADCY3"
"Melanogenesis","Melanogenesis","ADCY4"
"Melanogenesis","Melanogenesis","ADCY5"
"Melanogenesis","Melanogenesis","ADCY6"
"Melanogenesis","Melanogenesis","ADCY7"
"Melanogenesis","Melanogenesis","ADCY8"
"Melanogenesis","Melanogenesis","ADCY9"
"Melanogenesis","Melanogenesis","ASIP"
"Melanogenesis","Melanogenesis","CALM1"
"Melanogenesis","Melanogenesis","CALM2"
"Melanogenesis","Melanogenesis","CALM3"
"Melanogenesis","Melanogenesis","CALML3"
"Melanogenesis","Melanogenesis","CALML5"
"Melanogenesis","Melanogenesis","CALML6"
"Melanogenesis","Melanogenesis","CAMK2A"
"Melanogenesis","Melanogenesis","CAMK2B"
"Melanogenesis","Melanogenesis","CAMK2D"
"Melanogenesis","Melanogenesis","CAMK2G"
"Melanogenesis","Melanogenesis","CREB1"
"Melanogenesis","Melanogenesis","CREB3"
"Melanogenesis","Melanogenesis","CREB3L1"
"Melanogenesis","Melanogenesis","CREB3L2"
"Melanogenesis","Melanogenesis","CREB3L3"
"Melanogenesis","Melanogenesis","CREB3L4"
"Melanogenesis","Melanogenesis","CREBBP"
"Melanogenesis","Melanogenesis","CTNNB1"
"Melanogenesis","Melanogenesis","DCT"
"Melanogenesis","Melanogenesis","DVL1"
"Melanogenesis","Melanogenesis","DVL2"
"Melanogenesis","Melanogenesis","DVL3"
"Melanogenesis","Melanogenesis","EDN1"
"Melanogenesis","Melanogenesis","EDNRB"
"Melanogenesis","Melanogenesis","EP300"
"Melanogenesis","Melanogenesis","FZD1"
"Melanogenesis","Melanogenesis","FZD10"
"Melanogenesis","Melanogenesis","FZD2"
"Melanogenesis","Melanogenesis","FZD3"
"Melanogenesis","Melanogenesis","FZD4"
"Melanogenesis","Melanogenesis","FZD5"
"Melanogenesis","Melanogenesis","FZD6"
"Melanogenesis","Melanogenesis","FZD7"
"Melanogenesis","Melanogenesis","FZD8"
"Melanogenesis","Melanogenesis","FZD9"
"Melanogenesis","Melanogenesis","GNAI1"
"Melanogenesis","Melanogenesis","GNAI2"
"Melanogenesis","Melanogenesis","GNAI3"
"Melanogenesis","Melanogenesis","GNAO1"
"Melanogenesis","Melanogenesis","GNAQ"
"Melanogenesis","Melanogenesis","GNAS"
"Melanogenesis","Melanogenesis","GSK3B"
"Melanogenesis","Melanogenesis","HRAS"
"Melanogenesis","Melanogenesis","KIT"
"Melanogenesis","Melanogenesis","KITLG"
"Melanogenesis","Melanogenesis","KRAS"
"Melanogenesis","Melanogenesis","LEF1"
"Melanogenesis","Melanogenesis","MAP2K1"
"Melanogenesis","Melanogenesis","MAP2K2"
"Melanogenesis","Melanogenesis","MAPK1"
"Melanogenesis","Melanogenesis","MAPK3"
"Melanogenesis","Melanogenesis","MC1R"
"Melanogenesis","Melanogenesis","MITF"
"Melanogenesis","Melanogenesis","NRAS"
"Melanogenesis","Melanogenesis","PLCB1"
"Melanogenesis","Melanogenesis","PLCB2"
"Melanogenesis","Melanogenesis","PLCB3"
"Melanogenesis","Melanogenesis","PLCB4"
"Melanogenesis","Melanogenesis","POMC"
"Melanogenesis","Melanogenesis","PRKACA"
"Melanogenesis","Melanogenesis","PRKACB"
"Melanogenesis","Melanogenesis","PRKACG"
"Melanogenesis","Melanogenesis","PRKCA"
"Melanogenesis","Melanogenesis","PRKCB"
"Melanogenesis","Melanogenesis","PRKCG"
"Melanogenesis","Melanogenesis","PRKX"
"Melanogenesis","Melanogenesis","RAF1"
"Melanogenesis","Melanogenesis","TCF7"
"Melanogenesis","Melanogenesis","TCF7L1"
"Melanogenesis","Melanogenesis","TCF7L2"
"Melanogenesis","Melanogenesis","TYR"
"Melanogenesis","Melanogenesis","TYRP1"
"Melanogenesis","Melanogenesis","WNT1"
"Melanogenesis","Melanogenesis","WNT10A"
"Melanogenesis","Melanogenesis","WNT10B"
"Melanogenesis","Melanogenesis","WNT11"
"Melanogenesis","Melanogenesis","WNT16"
"Melanogenesis","Melanogenesis","WNT2"
"Melanogenesis","Melanogenesis","WNT2B"
"Melanogenesis","Melanogenesis","WNT3"
"Melanogenesis","Melanogenesis","WNT3A"
"Melanogenesis","Melanogenesis","WNT4"
"Melanogenesis","Melanogenesis","WNT5A"
"Melanogenesis","Melanogenesis","WNT5B"
"Melanogenesis","Melanogenesis","WNT6"
"Melanogenesis","Melanogenesis","WNT7A"
"Melanogenesis","Melanogenesis","WNT7B"
"Melanogenesis","Melanogenesis","WNT8A"
"Melanogenesis","Melanogenesis","WNT8B"
"Melanogenesis","Melanogenesis","WNT9A"
"Melanogenesis","Melanogenesis","WNT9B"
"SHH","Sonic Hedgehog signaling pathway","ACHE"
"SHH","Sonic Hedgehog signaling pathway","ADGRG1"
"SHH","Sonic Hedgehog signaling pathway","AMOT"
"SHH","Sonic Hedgehog signaling pathway","CDK5R1"
"SHH","Sonic Hedgehog signaling pathway","CDK6"
"SHH","Sonic Hedgehog signaling pathway","CELSR1"
"SHH","Sonic Hedgehog signaling pathway","CNTFR"
"SHH","Sonic Hedgehog signaling pathway","CRMP1"
"SHH","Sonic Hedgehog signaling pathway","DPYSL2"
"SHH","Sonic Hedgehog signaling pathway","ETS2"
"SHH","Sonic Hedgehog signaling pathway","GLI1"
"SHH","Sonic Hedgehog signaling pathway","HEY1"
"SHH","Sonic Hedgehog signaling pathway","HEY2"
"SHH","Sonic Hedgehog signaling pathway","L1CAM"
"SHH","Sonic Hedgehog signaling pathway","LDB1"
"SHH","Sonic Hedgehog signaling pathway","MYH9"
"SHH","Sonic Hedgehog signaling pathway","NF1"
"SHH","Sonic Hedgehog signaling pathway","NKX6-1"
"SHH","Sonic Hedgehog signaling pathway","NRCAM"
"SHH","Sonic Hedgehog signaling pathway","NRP1"
"SHH","Sonic Hedgehog signaling pathway","NRP2"
"SHH","Sonic Hedgehog signaling pathway","OPHN1"
"SHH","Sonic Hedgehog signaling pathway","PLG"
"SHH","Sonic Hedgehog signaling pathway","PML"
"SHH","Sonic Hedgehog signaling pathway","PTCH1"
"SHH","Sonic Hedgehog signaling pathway","RASA1"
"SHH","Sonic Hedgehog signaling pathway","RTN1"
"SHH","Sonic Hedgehog signaling pathway","SCG2"
"SHH","Sonic Hedgehog signaling pathway","SHH"
"SHH","Sonic Hedgehog signaling pathway","SLIT1"
"SHH","Sonic Hedgehog signaling pathway","THY1"
"SHH","Sonic Hedgehog signaling pathway","TLE1"
"SHH","Sonic Hedgehog signaling pathway","TLE3"
"SHH","Sonic Hedgehog signaling pathway","UNC5C"
"SHH","Sonic Hedgehog signaling pathway","VEGFA"
"SHH","Sonic Hedgehog signaling pathway","VLDLR"
"OP","Oxidative phosphorylation","ABCB7"
"OP","Oxidative phosphorylation","ACAA1"
"OP","Oxidative phosphorylation","ACAA2"
"OP","Oxidative phosphorylation","ACADM"
"OP","Oxidative phosphorylation","ACADSB"
"OP","Oxidative phosphorylation","ACADVL"
"OP","Oxidative phosphorylation","ACAT1"
"OP","Oxidative phosphorylation","ACO2"
"OP","Oxidative phosphorylation","AFG3L2"
"OP","Oxidative phosphorylation","AIFM1"
"OP","Oxidative phosphorylation","ALAS1"
"OP","Oxidative phosphorylation","ALDH6A1"
"OP","Oxidative phosphorylation","ATP1B1"
"OP","Oxidative phosphorylation","ATP5F1A"
"OP","Oxidative phosphorylation","ATP5F1B"
"OP","Oxidative phosphorylation","ATP5F1C"
"OP","Oxidative phosphorylation","ATP5F1D"
"OP","Oxidative phosphorylation","ATP5F1E"
"OP","Oxidative phosphorylation","ATP5MC1"
"OP","Oxidative phosphorylation","ATP5MC2"
"OP","Oxidative phosphorylation","ATP5MC3"
"OP","Oxidative phosphorylation","ATP5ME"
"OP","Oxidative phosphorylation","ATP5MF"
"OP","Oxidative phosphorylation","ATP5MG"
"OP","Oxidative phosphorylation","ATP5PB"
"OP","Oxidative phosphorylation","ATP5PD"
"OP","Oxidative phosphorylation","ATP5PF"
"OP","Oxidative phosphorylation","ATP5PO"
"OP","Oxidative phosphorylation","ATP6AP1"
"OP","Oxidative phosphorylation","ATP6V0B"
"OP","Oxidative phosphorylation","ATP6V0C"
"OP","Oxidative phosphorylation","ATP6V0E1"
"OP","Oxidative phosphorylation","ATP6V1C1"
"OP","Oxidative phosphorylation","ATP6V1D"
"OP","Oxidative phosphorylation","ATP6V1E1"
"OP","Oxidative phosphorylation","ATP6V1F"
"OP","Oxidative phosphorylation","ATP6V1G1"
"OP","Oxidative phosphorylation","ATP6V1H"
"OP","Oxidative phosphorylation","BAX"
"OP","Oxidative phosphorylation","BCKDHA"
"OP","Oxidative phosphorylation","BDH2"
"OP","Oxidative phosphorylation","CASP7"
"OP","Oxidative phosphorylation","COX10"
"OP","Oxidative phosphorylation","COX11"
"OP","Oxidative phosphorylation","COX15"
"OP","Oxidative phosphorylation","COX17"
"OP","Oxidative phosphorylation","COX4I1"
"OP","Oxidative phosphorylation","COX5A"
"OP","Oxidative phosphorylation","COX5B"
"OP","Oxidative phosphorylation","COX6A1"
"OP","Oxidative phosphorylation","COX6B1"
"OP","Oxidative phosphorylation","COX6C"
"OP","Oxidative phosphorylation","COX7A2"
"OP","Oxidative phosphorylation","COX7A2L"
"OP","Oxidative phosphorylation","COX7B"
"OP","Oxidative phosphorylation","COX7C"
"OP","Oxidative phosphorylation","COX8A"
"OP","Oxidative phosphorylation","CPT1A"
"OP","Oxidative phosphorylation","CS"
"OP","Oxidative phosphorylation","CYB5A"
"OP","Oxidative phosphorylation","CYB5R3"
"OP","Oxidative phosphorylation","CYC1"
"OP","Oxidative phosphorylation","CYCS"
"OP","Oxidative phosphorylation","DECR1"
"OP","Oxidative phosphorylation","DLAT"
"OP","Oxidative phosphorylation","DLD"
"OP","Oxidative phosphorylation","DLST"
"OP","Oxidative phosphorylation","ECH1"
"OP","Oxidative phosphorylation","ECHS1"
"OP","Oxidative phosphorylation","ECI1"
"OP","Oxidative phosphorylation","ETFA"
"OP","Oxidative phosphorylation","ETFB"
"OP","Oxidative phosphorylation","ETFDH"
"OP","Oxidative phosphorylation","FDX1"
"OP","Oxidative phosphorylation","FH"
"OP","Oxidative phosphorylation","FXN"
"OP","Oxidative phosphorylation","GLUD1"
"OP","Oxidative phosphorylation","GOT2"
"OP","Oxidative phosphorylation","GPI"
"OP","Oxidative phosphorylation","GPX4"
"OP","Oxidative phosphorylation","GRPEL1"
"OP","Oxidative phosphorylation","HADHA"
"OP","Oxidative phosphorylation","HADHB"
"OP","Oxidative phosphorylation","HCCS"
"OP","Oxidative phosphorylation","HSD17B10"
"OP","Oxidative phosphorylation","HSPA9"
"OP","Oxidative phosphorylation","HTRA2"
"OP","Oxidative phosphorylation","IDH1"
"OP","Oxidative phosphorylation","IDH2"
"OP","Oxidative phosphorylation","IDH3A"
"OP","Oxidative phosphorylation","IDH3B"
"OP","Oxidative phosphorylation","IDH3G"
"OP","Oxidative phosphorylation","IMMT"
"OP","Oxidative phosphorylation","ISCA1"
"OP","Oxidative phosphorylation","ISCU"
"OP","Oxidative phosphorylation","LDHA"
"OP","Oxidative phosphorylation","LDHB"
"OP","Oxidative phosphorylation","LRPPRC"
"OP","Oxidative phosphorylation","MAOB"
"OP","Oxidative phosphorylation","MDH1"
"OP","Oxidative phosphorylation","MDH2"
"OP","Oxidative phosphorylation","MFN2"
"OP","Oxidative phosphorylation","MGST3"
"OP","Oxidative phosphorylation","MPC1"
"OP","Oxidative phosphorylation","MRPL11"
"OP","Oxidative phosphorylation","MRPL15"
"OP","Oxidative phosphorylation","MRPL34"
"OP","Oxidative phosphorylation","MRPL35"
"OP","Oxidative phosphorylation","MRPS11"
"OP","Oxidative phosphorylation","MRPS12"
"OP","Oxidative phosphorylation","MRPS15"
"OP","Oxidative phosphorylation","MRPS22"
"OP","Oxidative phosphorylation","MRPS30"
"OP","Oxidative phosphorylation","MTRF1"
"OP","Oxidative phosphorylation","MTRR"
"OP","Oxidative phosphorylation","MTX2"
"OP","Oxidative phosphorylation","NDUFA1"
"OP","Oxidative phosphorylation","NDUFA2"
"OP","Oxidative phosphorylation","NDUFA3"
"OP","Oxidative phosphorylation","NDUFA4"
"OP","Oxidative phosphorylation","NDUFA5"
"OP","Oxidative phosphorylation","NDUFA6"
"OP","Oxidative phosphorylation","NDUFA7"
"OP","Oxidative phosphorylation","NDUFA8"
"OP","Oxidative phosphorylation","NDUFA9"
"OP","Oxidative phosphorylation","NDUFAB1"
"OP","Oxidative phosphorylation","NDUFB1"
"OP","Oxidative phosphorylation","NDUFB2"
"OP","Oxidative phosphorylation","NDUFB3"
"OP","Oxidative phosphorylation","NDUFB4"
"OP","Oxidative phosphorylation","NDUFB5"
"OP","Oxidative phosphorylation","NDUFB6"
"OP","Oxidative phosphorylation","NDUFB7"
"OP","Oxidative phosphorylation","NDUFB8"
"OP","Oxidative phosphorylation","NDUFC1"
"OP","Oxidative phosphorylation","NDUFC2"
"OP","Oxidative phosphorylation","NDUFS1"
"OP","Oxidative phosphorylation","NDUFS2"
"OP","Oxidative phosphorylation","NDUFS3"
"OP","Oxidative phosphorylation","NDUFS4"
"OP","Oxidative phosphorylation","NDUFS6"
"OP","Oxidative phosphorylation","NDUFS7"
"OP","Oxidative phosphorylation","NDUFS8"
"OP","Oxidative phosphorylation","NDUFV1"
"OP","Oxidative phosphorylation","NDUFV2"
"OP","Oxidative phosphorylation","NNT"
"OP","Oxidative phosphorylation","NQO2"
"OP","Oxidative phosphorylation","OAT"
"OP","Oxidative phosphorylation","OGDH"
"OP","Oxidative phosphorylation","OPA1"
"OP","Oxidative phosphorylation","OXA1L"
"OP","Oxidative phosphorylation","PDHA1"
"OP","Oxidative phosphorylation","PDHB"
"OP","Oxidative phosphorylation","PDHX"
"OP","Oxidative phosphorylation","PDK4"
"OP","Oxidative phosphorylation","PDP1"
"OP","Oxidative phosphorylation","PHB2"
"OP","Oxidative phosphorylation","PHYH"
"OP","Oxidative phosphorylation","PMPCA"
"OP","Oxidative phosphorylation","POLR2F"
"OP","Oxidative phosphorylation","POR"
"OP","Oxidative phosphorylation","PRDX3"
"OP","Oxidative phosphorylation","RETSAT"
"OP","Oxidative phosphorylation","RHOT1"
"OP","Oxidative phosphorylation","RHOT2"
"OP","Oxidative phosphorylation","SDHA"
"OP","Oxidative phosphorylation","SDHB"
"OP","Oxidative phosphorylation","SDHC"
"OP","Oxidative phosphorylation","SDHD"
"OP","Oxidative phosphorylation","SLC25A11"
"OP","Oxidative phosphorylation","SLC25A12"
"OP","Oxidative phosphorylation","SLC25A20"
"OP","Oxidative phosphorylation","SLC25A3"
"OP","Oxidative phosphorylation","SLC25A4"
"OP","Oxidative phosphorylation","SLC25A5"
"OP","Oxidative phosphorylation","SLC25A6"
"OP","Oxidative phosphorylation","SUCLA2"
"OP","Oxidative phosphorylation","SUCLG1"
"OP","Oxidative phosphorylation","SUPV3L1"
"OP","Oxidative phosphorylation","SURF1"
"OP","Oxidative phosphorylation","TCIRG1"
"OP","Oxidative phosphorylation","TIMM10"
"OP","Oxidative phosphorylation","TIMM13"
"OP","Oxidative phosphorylation","TIMM17A"
"OP","Oxidative phosphorylation","TIMM50"
"OP","Oxidative phosphorylation","TIMM8B"
"OP","Oxidative phosphorylation","TIMM9"
"OP","Oxidative phosphorylation","TOMM22"
"OP","Oxidative phosphorylation","TOMM70"
"OP","Oxidative phosphorylation","UQCR10"
"OP","Oxidative phosphorylation","UQCR11"
"OP","Oxidative phosphorylation","UQCRB"
"OP","Oxidative phosphorylation","UQCRC1"
"OP","Oxidative phosphorylation","UQCRC2"
"OP","Oxidative phosphorylation","UQCRFS1"
"OP","Oxidative phosphorylation","UQCRH"
"OP","Oxidative phosphorylation","UQCRQ"
"OP","Oxidative phosphorylation","VDAC1"
"OP","Oxidative phosphorylation","VDAC2"
"OP","Oxidative phosphorylation","VDAC3"
"OIS","Oxidative stress induced senescence","AGO1"
"OIS","Oxidative stress induced senescence","AGO3"
"OIS","Oxidative stress induced senescence","AGO4"
"OIS","Oxidative stress induced senescence","BMI1"
"OIS","Oxidative stress induced senescence","CBX2"
"OIS","Oxidative stress induced senescence","CBX4"
"OIS","Oxidative stress induced senescence","CBX6"
"OIS","Oxidative stress induced senescence","CBX8"
"OIS","Oxidative stress induced senescence","CDK4"
"OIS","Oxidative stress induced senescence","CDK6"
"OIS","Oxidative stress induced senescence","CDKN2A"
"OIS","Oxidative stress induced senescence","CDKN2B"
"OIS","Oxidative stress induced senescence","CDKN2C"
"OIS","Oxidative stress induced senescence","CDKN2D"
"OIS","Oxidative stress induced senescence","E2F1"
"OIS","Oxidative stress induced senescence","E2F2"
"OIS","Oxidative stress induced senescence","E2F3"
"OIS","Oxidative stress induced senescence","EED"
"OIS","Oxidative stress induced senescence","EZH2"
"OIS","Oxidative stress induced senescence","FOS"
"OIS","Oxidative stress induced senescence","H2AB1"
"OIS","Oxidative stress induced senescence","H2AC14"
"OIS","Oxidative stress induced senescence","H2AC18"
"OIS","Oxidative stress induced senescence","H2AC19"
"OIS","Oxidative stress induced senescence","H2AC20"
"OIS","Oxidative stress induced senescence","H2AC4"
"OIS","Oxidative stress induced senescence","H2AC6"
"OIS","Oxidative stress induced senescence","H2AC7"
"OIS","Oxidative stress induced senescence","H2AC8"
"OIS","Oxidative stress induced senescence","H2AJ"
"OIS","Oxidative stress induced senescence","H2AX"
"OIS","Oxidative stress induced senescence","H2AZ2"
"OIS","Oxidative stress induced senescence","H2BC1"
"OIS","Oxidative stress induced senescence","H2BC10"
"OIS","Oxidative stress induced senescence","H2BC11"
"OIS","Oxidative stress induced senescence","H2BC12"
"OIS","Oxidative stress induced senescence","H2BC12L"
"OIS","Oxidative stress induced senescence","H2BC13"
"OIS","Oxidative stress induced senescence","H2BC14"
"OIS","Oxidative stress induced senescence","H2BC15"
"OIS","Oxidative stress induced senescence","H2BC17"
"OIS","Oxidative stress induced senescence","H2BC21"
"OIS","Oxidative stress induced senescence","H2BC26"
"OIS","Oxidative stress induced senescence","H2BC3"
"OIS","Oxidative stress induced senescence","H2BC4"
"OIS","Oxidative stress induced senescence","H2BC5"
"OIS","Oxidative stress induced senescence","H2BC6"
"OIS","Oxidative stress induced senescence","H2BC7"
"OIS","Oxidative stress induced senescence","H2BC8"
"OIS","Oxidative stress induced senescence","H2BC9"
"OIS","Oxidative stress induced senescence","H3-3A"
"OIS","Oxidative stress induced senescence","H3-3B"
"OIS","Oxidative stress induced senescence","H3C1"
"OIS","Oxidative stress induced senescence","H3C10"
"OIS","Oxidative stress induced senescence","H3C11"
"OIS","Oxidative stress induced senescence","H3C12"
"OIS","Oxidative stress induced senescence","H3C13"
"OIS","Oxidative stress induced senescence","H3C14"
"OIS","Oxidative stress induced senescence","H3C15"
"OIS","Oxidative stress induced senescence","H3C2"
"OIS","Oxidative stress induced senescence","H3C3"
"OIS","Oxidative stress induced senescence","H3C4"
"OIS","Oxidative stress induced senescence","H3C6"
"OIS","Oxidative stress induced senescence","H3C7"
"OIS","Oxidative stress induced senescence","H3C8"
"OIS","Oxidative stress induced senescence","H4C1"
"OIS","Oxidative stress induced senescence","H4C11"
"OIS","Oxidative stress induced senescence","H4C12"
"OIS","Oxidative stress induced senescence","H4C13"
"OIS","Oxidative stress induced senescence","H4C14"
"OIS","Oxidative stress induced senescence","H4C15"
"OIS","Oxidative stress induced senescence","H4C16"
"OIS","Oxidative stress induced senescence","H4C2"
"OIS","Oxidative stress induced senescence","H4C3"
"OIS","Oxidative stress induced senescence","H4C4"
"OIS","Oxidative stress induced senescence","H4C5"
"OIS","Oxidative stress induced senescence","H4C6"
"OIS","Oxidative stress induced senescence","H4C8"
"OIS","Oxidative stress induced senescence","H4C9"
"OIS","Oxidative stress induced senescence","IFNB1"
"OIS","Oxidative stress induced senescence","JUN"
"OIS","Oxidative stress induced senescence","KDM6B"
"OIS","Oxidative stress induced senescence","MAP2K3"
"OIS","Oxidative stress induced senescence","MAP2K4"
"OIS","Oxidative stress induced senescence","MAP2K6"
"OIS","Oxidative stress induced senescence","MAP2K7"
"OIS","Oxidative stress induced senescence","MAP3K5"
"OIS","Oxidative stress induced senescence","MAP4K4"
"OIS","Oxidative stress induced senescence","MAPK1"
"OIS","Oxidative stress induced senescence","MAPK10"
"OIS","Oxidative stress induced senescence","MAPK11"
"OIS","Oxidative stress induced senescence","MAPK14"
"OIS","Oxidative stress induced senescence","MAPK3"
"OIS","Oxidative stress induced senescence","MAPK8"
"OIS","Oxidative stress induced senescence","MAPK9"
"OIS","Oxidative stress induced senescence","MAPKAPK2"
"OIS","Oxidative stress induced senescence","MAPKAPK3"
"OIS","Oxidative stress induced senescence","MAPKAPK5"
"OIS","Oxidative stress induced senescence","MDM2"
"OIS","Oxidative stress induced senescence","MDM4"
"OIS","Oxidative stress induced senescence","MINK1"
"OIS","Oxidative stress induced senescence","MIR24-1"
"OIS","Oxidative stress induced senescence","MIR24-2"
"OIS","Oxidative stress induced senescence","MOV10"
"OIS","Oxidative stress induced senescence","PHC1"
"OIS","Oxidative stress induced senescence","PHC2"
"OIS","Oxidative stress induced senescence","PHC3"
"OIS","Oxidative stress induced senescence","RBBP4"
"OIS","Oxidative stress induced senescence","RBBP7"
"OIS","Oxidative stress induced senescence","RING1"
